School,State,Online only?,School size (students),2yr/4yr,Pubic or Private,Tuition (in state),Tuition (out of state),Earnings after 10 years - mean,Earnings after 10 years - median,Earnings after 10 years - std,Earnings after 10 years - mean - female,Earnings after 10 years - mean - male,Earnings after 6 years - mean,Earnings after 6 years - median,Earnings after 6 years - std,Earnings after 6 years - mean - female,Earnings after 6 years - mean - male
Strayer University-White Marsh Campus,MD,,,1,3,13380.0,,,,,,,41600.0,36500.0,32000.0,37600.0,50200.0
Strayer University-Orlando East Campus,FL,,,1,3,13380.0,,,,,,,41600.0,36500.0,32000.0,37600.0,50200.0
Strayer University-Knoxville Campus,TN,,,1,3,13380.0,,,,,,,41600.0,36500.0,32000.0,37600.0,50200.0
Strayer University-South Raleigh Campus,NC,,,1,3,13380.0,,,,,,,41600.0,36500.0,32000.0,37600.0,50200.0
Strayer University-Palm Beach Gardens Campus,FL,,,1,3,13380.0,,,,,,,41600.0,36500.0,32000.0,37600.0,50200.0
Strayer University-Miramar Campus,FL,,,1,3,13380.0,,,,,,,41600.0,36500.0,32000.0,37600.0,50200.0
Rolf Institute of Structural Integration,CO,0.0,71.0,3,2,,,,,,,,,,,,
Platt College-Miller-Motte Technical-Augusta,GA,0.0,495.0,2,3,,,,,,,,20900.0,18700.0,15700.0,18800.0,27200.0
Stevens-Henager College,ID,0.0,225.0,1,2,16972.0,16972.0,,,,,,29500.0,24900.0,23600.0,25400.0,35400.0
The Salon Professional Academy-St Charles,MO,0.0,118.0,3,3,,,,,,,,,,,,
Hawaii Medical College,HI,0.0,271.0,2,3,21704.0,21704.0,,,,,,,,,,
Remington College-Heathrow Campus,FL,1.0,325.0,1,2,13634.0,13634.0,,,,,,20500.0,18900.0,17400.0,19000.0,26700.0
Omega Graduate School,TN,0.0,,1,2,,,,,,,,,,,,
Jung Tao School of Classical Chinese Medicine,NC,0.0,,1,2,,,,,,,,,,,,
Advanced Training Institute,NV,0.0,669.0,3,3,,,,,,,,,,,,
Bella Capelli Academy,PA,0.0,212.0,3,3,,,,,,,,,,,,
Pure Aesthetics Natural Skincare School,AZ,0.0,49.0,3,3,,,,,,,,,,,,
Colorado Academy of Veterinary Technology,CO,0.0,120.0,2,3,11435.0,11435.0,,,,,,,,,,
Buckner Barber School,TX,0.0,20.0,3,3,,,,,,,,,,,,
Santa Ana Beauty Academy,CA,0.0,31.0,3,3,,,,,,,,,,,,
Simmons College of Kentucky,KY,0.0,209.0,1,2,5310.0,5310.0,,,,,,,,,,
American Medical Sciences Center,CA,0.0,30.0,2,3,,,,,,,,,,,,
Advanced College of Cosmetology,WI,0.0,27.0,3,3,,,,,,,,,,,,
The Salon Professional Academy-Rochester,MN,0.0,25.0,3,3,,,,,,,,,,,,
American Academy of Health and Beauty,NH,0.0,20.0,3,3,,,,,,,,,,,,
D A Dorsey Technical College,FL,0.0,85.0,3,1,,,,,,,,,,,,
United Beauty College,CO,0.0,68.0,2,3,,,,,,,,,,,,
American Trade School,MO,0.0,120.0,2,3,,,,,,,,,,,,
Galveston College - Charlie Thomas Family Applied Technology Center,TX,,,2,1,,,,,,,,30400.0,25000.0,22200.0,29600.0,32000.0
Champion Institute of Cosmetology,CA,0.0,51.0,3,3,,,,,,,,,,,,
Copiah-Lincoln Community College Simpson County Center,MS,,,2,1,3180.0,5180.0,,,,,,25700.0,22200.0,18700.0,22800.0,30300.0
American Institute of Beauty,FL,0.0,87.0,3,3,,,,,,,,19500.0,15000.0,14500.0,,
SUM Bible College and Theological Seminary,CA,0.0,447.0,1,2,9964.0,9964.0,,,,,,,,,,
National Polytechnic College,CA,0.0,176.0,2,3,,,,,,,,17200.0,16300.0,11400.0,,
WellSpring School of Allied Health-Kansas City,MO,0.0,166.0,2,3,,,,,,,,23700.0,17900.0,22100.0,,
The Salon Professional Academy-Fargo,ND,0.0,108.0,2,3,,,,,,,,21000.0,20600.0,12400.0,,
Blake Austin College,CA,0.0,301.0,3,3,,,,,,,,25900.0,24200.0,17700.0,,
Unitech Training Academy-Houma,LA,0.0,97.0,3,3,,,,,,,,18000.0,16100.0,12200.0,17400.0,26500.0
College of Business and Technology-Main Campus,FL,0.0,134.0,2,3,13052.0,13052.0,27900.0,24700.0,21300.0,24300.0,32400.0,21900.0,19800.0,15400.0,18400.0,24400.0
Rasmussen College-Illinois,IL,0.0,1723.0,1,3,10935.0,10935.0,35300.0,32900.0,21700.0,32400.0,48200.0,28400.0,27300.0,18200.0,26600.0,36500.0
Universal Technical Institute of Northern California Inc,CA,0.0,1278.0,2,3,,,39100.0,36200.0,25500.0,,,32300.0,30600.0,20100.0,26600.0,32400.0
Triangle Tech Inc-Bethlehem,PA,0.0,134.0,2,3,17427.0,17427.0,35700.0,34400.0,22100.0,27900.0,39700.0,39300.0,37000.0,23500.0,,
Stautzenberger College-Brecksville,OH,0.0,324.0,2,3,14843.0,14843.0,35600.0,32400.0,26100.0,28800.0,50100.0,22300.0,21500.0,14000.0,22100.0,24200.0
Ace Institute of Technology,NY,0.0,247.0,3,3,,,,,,,,,,,,
Dayton School of Medical Massage,OH,0.0,249.0,3,3,17120.0,17120.0,,,,,,22600.0,21100.0,17000.0,,
Northcoast Medical Training Academy,OH,0.0,127.0,3,3,,,,,,,,,,,,
Academy Di Capelli-School of Cosmetology,CT,0.0,208.0,3,3,,,,,,,,,,,,
SABER College,FL,0.0,145.0,2,2,,,,,,,,,,,,
American Public University System,WV,1.0,36036.0,1,3,6880.0,6880.0,,,,,,55700.0,47500.0,48200.0,42500.0,63500.0
Southwest Technical College,UT,0.0,321.0,3,1,,,,,,,,,,,,
Make-up Designory,CA,0.0,334.0,3,3,,,,,,,,,,,,
University of the West,CA,0.0,136.0,1,2,12592.0,12592.0,,,,,,,,,,
Denmark College,IN,0.0,155.0,3,3,,,,,,,,,,,,
Paul Mitchell the School-Tampa,FL,0.0,218.0,3,3,,,20400.0,17400.0,18200.0,,,22200.0,18700.0,17900.0,21800.0,25900.0
The Institute of Beauty and Wellness,WI,0.0,204.0,3,3,,,,,,,,,,,,
Blue Cliff College-Fayetteville,AR,0.0,197.0,3,3,,,,,,,,19400.0,18200.0,13000.0,,
Alliant International University-Los Angeles,CA,,,1,3,,,55400.0,56100.0,33100.0,55100.0,55900.0,56100.0,52900.0,31900.0,54900.0,60200.0
Alliant International University-Sacramento,CA,,,1,3,,,55400.0,56100.0,33100.0,55100.0,55900.0,56100.0,52900.0,31900.0,54900.0,60200.0
Florida National University Training Center,FL,,,1,3,13688.0,,30800.0,25700.0,26100.0,27500.0,36500.0,23200.0,20300.0,20300.0,21400.0,27000.0
Atlanta's John Marshall Law School,GA,0.0,,1,3,,,,,,,,,,,,
Ellsworth Community College,IA,0.0,645.0,2,1,4776.0,5712.0,34900.0,31800.0,28200.0,29900.0,38300.0,28900.0,24700.0,37200.0,26600.0,30400.0
Baton Rouge Community College,LA,0.0,7709.0,2,1,4221.0,8299.0,,,,,,25900.0,22100.0,19500.0,22700.0,32100.0
Birthingway College of Midwifery,OR,0.0,31.0,1,2,,,,,,,,,,,,
Toni & Guy Hairdressing Academy-Colorado Springs,CO,0.0,199.0,2,3,,,,,,,,20500.0,17900.0,12600.0,,
Strayer University-Tennessee,TN,0.0,2584.0,1,3,13380.0,13380.0,,,,,,41600.0,36500.0,32000.0,37600.0,50200.0
Williamson Christian College,TN,0.0,31.0,1,2,13525.0,13525.0,,,,,,,,,,
Platt College-Miller-Motte Technical-Chattanooga,TN,0.0,526.0,2,3,,,27300.0,25600.0,19000.0,25700.0,34800.0,20900.0,18700.0,15700.0,18800.0,27200.0
Gwinnett College-Sandy Springs,GA,0.0,105.0,2,3,,,,,,,,23600.0,20400.0,19100.0,,
Nevada State College,NV,0.0,3950.0,1,1,5438.0,17458.0,,,,,,50600.0,46000.0,29400.0,49700.0,54000.0
NorthShore University HealthSystem School of Nurse Anesthesia,IL,0.0,,1,2,,,,,,,,,,,,
Faith International University,WA,0.0,55.0,1,2,7875.0,7875.0,,,,,,,,,,
Hood Theological Seminary,NC,0.0,,1,2,,,,,,,,,,,,
Colegio Educativo Tecnologico Industrial Inc,PR,0.0,107.0,3,2,,,,,,,,16000.0,14400.0,13200.0,,
Southwest Institute of Healing Arts,AZ,0.0,903.0,2,3,,,,,,,,23300.0,20400.0,17500.0,,
Jay's Technical Institute,TX,0.0,116.0,3,3,,,,,,,,15800.0,11800.0,15500.0,,
Mr John's School of Cosmetology & Nails-Jacksonville,IL,0.0,21.0,3,3,,,,,,,,,,,,
University of Antelope Valley,CA,0.0,847.0,1,3,,,,,,,,22600.0,18200.0,20000.0,21000.0,33800.0
University of the Potomac-VA Campus,VA,0.0,43.0,1,3,15804.0,15804.0,73500.0,69900.0,39800.0,,,46200.0,41000.0,32600.0,42000.0,53500.0
P C Age-Jersey City,NJ,0.0,227.0,3,3,,,,,,,,28900.0,25400.0,20600.0,22900.0,39600.0
Brighton Center's Center for Employment Training,KY,0.0,125.0,3,2,,,,,,,,14700.0,12900.0,13100.0,,
Interactive College of Technology,TX,0.0,16.0,2,3,9530.0,9530.0,32000.0,25000.0,27300.0,21700.0,47600.0,25100.0,21000.0,19100.0,20000.0,34000.0
Cortiva Institute-Groton,CT,0.0,95.0,3,3,,,34800.0,25200.0,31200.0,33000.0,41500.0,31100.0,27900.0,22600.0,30100.0,35000.0
PCI Academy-Plymouth,MN,0.0,122.0,3,3,,,,,,,,24400.0,23200.0,14500.0,,
DigiPen Institute of Technology,WA,0.0,873.0,1,3,31340.0,31340.0,,,,,,58300.0,53200.0,38900.0,,
Milan Institute-Sparks,NV,0.0,165.0,3,3,,,28800.0,25100.0,23000.0,27900.0,35100.0,21200.0,19900.0,16000.0,20100.0,28400.0
College of Biblical Studies-Houston,TX,0.0,376.0,1,2,6955.0,6955.0,,,,,,38200.0,33400.0,25900.0,35400.0,41000.0
Academy for Nursing and Health Occupations,FL,0.0,466.0,2,2,,,,,,,,30400.0,27400.0,19100.0,,
Yeshiva of the Telshe Alumni,NY,0.0,101.0,1,2,9850.0,9850.0,,,,,,,,,,
Harris School of Business-Sanford Campus,ME,0.0,50.0,3,3,,,,,,,,23100.0,23500.0,13900.0,22500.0,30200.0
Little Priest Tribal College,NE,0.0,103.0,2,1,5140.0,5140.0,,,,,,,,,,
Clinton Technical School,MO,0.0,20.0,3,1,,,,,,,,,,,,
Northwest Educational Center,TX,0.0,234.0,3,3,,,,,,,,19500.0,18100.0,11900.0,,
Greater Lowell Technical School,MA,0.0,78.0,3,1,,,43800.0,42600.0,26700.0,,,53900.0,52400.0,31600.0,,
The Spa School,OH,0.0,171.0,2,3,,,,,,,,23000.0,21500.0,15000.0,,
Shasta Bible College and Graduate School,CA,0.0,37.0,1,2,12060.0,12060.0,,,,,,,,,,
East Arkansas Community College,AR,0.0,683.0,2,1,2880.0,3720.0,27300.0,22600.0,20400.0,26000.0,32100.0,21400.0,17000.0,16600.0,20400.0,23900.0
Ozarka College,AR,0.0,761.0,2,1,3004.0,5356.0,29100.0,26700.0,21900.0,27200.0,34700.0,21700.0,17700.0,17300.0,19300.0,27300.0
Bakersfield College,CA,0.0,19178.0,1,1,1325.0,7261.0,36400.0,31000.0,28100.0,32600.0,43400.0,26300.0,22000.0,21300.0,22900.0,31200.0
Avalon School of Cosmetology-Alameda,CA,0.0,118.0,3,3,,,,,,,,18000.0,12500.0,13300.0,,
Philander Smith College,AR,0.0,1000.0,1,2,13014.0,13014.0,30300.0,27700.0,21600.0,30500.0,30000.0,22900.0,21500.0,14800.0,23500.0,22100.0
Phillips Community College of the University of Arkansas,AR,0.0,710.0,2,1,2930.0,4760.0,24700.0,20400.0,18700.0,24500.0,25300.0,20200.0,17600.0,14600.0,18900.0,22900.0
University of Arkansas Community College Rich Mountain,AR,0.0,449.0,2,1,2880.0,3936.0,26400.0,23400.0,19200.0,,,19200.0,17600.0,14800.0,17300.0,24200.0
Lincoln Technical Institute-New Britain,CT,0.0,501.0,3,3,,,42200.0,39200.0,27400.0,32900.0,45300.0,35900.0,33900.0,22800.0,37400.0,34000.0
Colorado Mesa University,CO,0.0,8384.0,1,1,8627.0,20944.0,42900.0,38900.0,30600.0,35500.0,51000.0,32600.0,28200.0,24300.0,27900.0,38300.0
Naropa University,CO,0.0,409.0,1,2,31790.0,31790.0,33300.0,26100.0,32600.0,,,19300.0,15000.0,20300.0,,
Paier College of Art Inc,CT,0.0,71.0,1,3,17570.0,17570.0,35000.0,32200.0,22600.0,,,26700.0,25400.0,14200.0,,
Bais Binyomin Academy,NY,0.0,34.0,1,2,8450.0,8450.0,,,,,,,,,,
Pikes Peak Community College,CO,0.0,10562.0,1,1,3840.0,14928.0,37500.0,33100.0,28200.0,32200.0,45700.0,27100.0,24700.0,19000.0,24500.0,31200.0
Housatonic Community College,CT,0.0,4651.0,2,1,4404.0,13172.0,39100.0,35400.0,28400.0,37000.0,45000.0,26000.0,23700.0,17900.0,25800.0,26400.0
Howard University,DC,0.0,6166.0,1,2,26756.0,26756.0,53200.0,46900.0,36500.0,53100.0,53300.0,39200.0,35000.0,27300.0,38800.0,39900.0
Strayer University-District of Columbia,DC,0.0,718.0,1,3,13380.0,13380.0,57800.0,52000.0,37900.0,52400.0,65100.0,41600.0,36500.0,32000.0,37600.0,50200.0
Trinity Washington University,DC,0.0,1364.0,1,2,24150.0,24150.0,50400.0,46700.0,31300.0,,,30800.0,27700.0,24000.0,,
Southern Connecticut State University,CT,0.0,7890.0,1,1,10954.0,23464.0,48200.0,45800.0,30100.0,46400.0,50800.0,35800.0,33600.0,22300.0,35100.0,37000.0
Stone Academy-West Haven,CT,0.0,544.0,2,3,,,33400.0,32300.0,20500.0,,,24300.0,21200.0,18900.0,23800.0,28800.0
Trinity College,CT,0.0,2162.0,1,2,56910.0,56910.0,77300.0,62500.0,62000.0,68800.0,83700.0,49000.0,46400.0,28900.0,45200.0,52900.0
Edward Waters College,FL,0.0,968.0,1,2,13525.0,13525.0,33300.0,30900.0,24500.0,34900.0,31500.0,22600.0,20300.0,16200.0,23200.0,22200.0
Dawn Career Institute LLC,DE,0.0,128.0,3,3,,,29000.0,30100.0,18900.0,,,20100.0,19700.0,12400.0,,
Georgetown University,DC,0.0,7089.0,1,2,54104.0,54104.0,112400.0,79200.0,116000.0,94000.0,134600.0,83200.0,64300.0,67400.0,73700.0,93200.0
Hobe Sound Bible College,FL,0.0,220.0,1,2,6595.0,6595.0,,,,,,,,,,
Concorde Career Institute-Tampa,FL,0.0,488.0,2,3,,,27700.0,26800.0,19500.0,27900.0,25400.0,18700.0,16000.0,13000.0,18400.0,22200.0
Trinity International University-Florida,FL,0.0,143.0,1,2,13680.0,13680.0,43500.0,38100.0,31800.0,38700.0,49500.0,33100.0,30400.0,34200.0,30400.0,36300.0
University of Miami,FL,0.0,10873.0,1,2,50226.0,50226.0,63300.0,53300.0,57300.0,58700.0,68700.0,51700.0,44100.0,50800.0,48300.0,55900.0
The College of the Florida Keys,FL,0.0,818.0,1,1,3276.0,13162.0,36500.0,33800.0,27100.0,38200.0,32400.0,25100.0,22300.0,17900.0,24800.0,25500.0
Polk State College,FL,0.0,8287.0,1,1,3366.0,12272.0,36300.0,33100.0,26100.0,35100.0,39500.0,27600.0,25000.0,18000.0,27400.0,28000.0
Florida Gateway College,FL,0.0,2460.0,1,1,3100.0,11747.0,36900.0,34900.0,24600.0,32900.0,47400.0,28200.0,26400.0,19200.0,26200.0,32800.0
Lively Technical College,FL,0.0,680.0,3,1,,,28100.0,26500.0,19900.0,27600.0,29000.0,22700.0,19000.0,16800.0,22400.0,23200.0
Agnes Scott College,GA,0.0,966.0,1,2,41160.0,41160.0,43600.0,42100.0,27400.0,,,26300.0,23800.0,16100.0,,
Brenau University,GA,0.0,1688.0,1,2,29050.0,29050.0,47300.0,46100.0,26900.0,44800.0,70400.0,36000.0,34200.0,22700.0,35000.0,49000.0
Big Bend Technical College,FL,0.0,150.0,3,1,,,26600.0,19400.0,22000.0,,,21900.0,17100.0,18100.0,,
College of Coastal Georgia,GA,0.0,3129.0,1,1,4696.0,13148.0,34100.0,29900.0,23900.0,31900.0,41800.0,26600.0,23100.0,18600.0,25400.0,29400.0
Suncoast Technical College,FL,0.0,388.0,2,1,,,35100.0,32000.0,24100.0,,,28700.0,27900.0,17900.0,,
Albany State University,GA,0.0,5545.0,1,1,5735.0,16196.0,33600.0,31000.0,21900.0,32300.0,35600.0,26300.0,23500.0,20300.0,26800.0,25500.0
Seminole State College of Florida,FL,0.0,15890.0,1,1,3131.0,11456.0,36300.0,32200.0,26100.0,33100.0,42900.0,27900.0,25400.0,19300.0,26400.0,30600.0
The Art Institute of Atlanta,GA,0.0,1246.0,1,3,17496.0,17496.0,35900.0,32200.0,30200.0,33400.0,37700.0,27100.0,23500.0,20900.0,27400.0,26900.0
Columbus State University,GA,0.0,6266.0,1,1,6134.0,16920.0,39400.0,37100.0,25700.0,35900.0,45300.0,29700.0,27800.0,18600.0,28400.0,32000.0
Atlanta Technical College,GA,0.0,3325.0,2,1,2820.0,4956.0,28900.0,26200.0,20800.0,27800.0,30900.0,20800.0,17000.0,15200.0,19000.0,24200.0
Webber International University,FL,0.0,613.0,1,2,26116.0,26116.0,44900.0,41000.0,34100.0,40200.0,49700.0,29200.0,28000.0,17900.0,28000.0,30000.0
Dalton State College,GA,0.0,4715.0,1,1,4246.0,12668.0,34600.0,30900.0,25600.0,30400.0,44900.0,26100.0,25000.0,16300.0,24500.0,29300.0
St. Thomas University,FL,0.0,986.0,1,2,31830.0,31830.0,51100.0,43300.0,43400.0,44500.0,59100.0,45800.0,35200.0,40400.0,36500.0,57800.0
William T McFatter Technical College,FL,0.0,750.0,2,1,,,,,,,,31300.0,30000.0,20800.0,,
Emmanuel College,GA,0.0,788.0,1,2,20292.0,20292.0,34200.0,32500.0,22400.0,30100.0,39200.0,24700.0,24400.0,15000.0,22700.0,26500.0
Tallahassee Community College,FL,0.0,10711.0,1,1,2026.0,8062.0,37700.0,33800.0,29000.0,34000.0,42200.0,25400.0,22600.0,18200.0,24900.0,26000.0
Georgia Highlands College,GA,0.0,5721.0,1,1,3288.0,9485.0,37100.0,34600.0,26200.0,34600.0,44100.0,29500.0,26500.0,21100.0,28600.0,31200.0
Fort Valley State University,GA,0.0,2337.0,1,1,6658.0,19738.0,34100.0,31000.0,24800.0,33100.0,35100.0,23600.0,20600.0,20300.0,23300.0,23800.0
Grady Health System Professional Schools,GA,0.0,59.0,2,1,,,,,,,,47900.0,48900.0,17400.0,,
Herzing University-Atlanta,GA,0.0,694.0,1,2,14000.0,14000.0,32400.0,29400.0,23200.0,28500.0,41100.0,31300.0,28600.0,21600.0,28000.0,37700.0
Savannah State University,GA,0.0,3742.0,1,1,5743.0,16204.0,32500.0,29700.0,25900.0,29500.0,36200.0,23800.0,21200.0,16200.0,22300.0,25500.0
Honolulu Community College,HI,0.0,2690.0,2,1,3114.0,8250.0,35900.0,32800.0,25200.0,32400.0,40200.0,28500.0,24500.0,20600.0,25200.0,31900.0
Morehouse College,GA,0.0,2205.0,1,2,27576.0,27576.0,51900.0,42900.0,60600.0,,,34300.0,29300.0,28200.0,,
Lanier Technical College,GA,0.0,3107.0,2,1,3336.0,6006.0,31800.0,29100.0,23600.0,26200.0,44700.0,25100.0,23000.0,16800.0,24500.0,28200.0
Idaho State University,ID,0.0,7593.0,1,1,7420.0,22940.0,43300.0,37100.0,35400.0,31600.0,54700.0,32900.0,28600.0,25600.0,26200.0,40600.0
Chaminade University of Honolulu,HI,0.0,1621.0,1,2,25374.0,25374.0,47400.0,43200.0,39900.0,42600.0,57100.0,31900.0,28700.0,28300.0,28900.0,39700.0
DePaul University,IL,0.0,14280.0,1,2,39975.0,39975.0,59300.0,52800.0,48400.0,53800.0,67200.0,42300.0,38800.0,33900.0,39500.0,45400.0
Bethany Theological Seminary,IN,0.0,,1,2,,,,,,,,,,,,
Black Hawk College,IL,0.0,2913.0,2,1,4470.0,7650.0,31900.0,28500.0,22000.0,27400.0,40400.0,26400.0,23600.0,18000.0,23000.0,31800.0
University of Chicago,IL,0.0,6600.0,1,2,58230.0,58230.0,94300.0,58400.0,126000.0,71800.0,117800.0,71700.0,52200.0,76600.0,60400.0,84200.0
East-West University,IL,0.0,394.0,1,2,22050.0,22050.0,27100.0,24800.0,18100.0,25800.0,29300.0,21200.0,17700.0,15300.0,20900.0,21600.0
North Idaho College,ID,0.0,3565.0,2,1,3396.0,8652.0,35600.0,31400.0,25200.0,31100.0,42200.0,26400.0,23800.0,18700.0,23400.0,30500.0
City Colleges of Chicago-Malcolm X College,IL,0.0,5384.0,2,1,3504.0,11544.0,32000.0,28300.0,22700.0,30900.0,37000.0,23800.0,19600.0,19000.0,23100.0,26000.0
College of Southern Idaho,ID,0.0,3538.0,2,1,3360.0,6840.0,33400.0,31000.0,23400.0,27600.0,41200.0,26800.0,24200.0,18700.0,23100.0,32000.0
Cannella School of Hair Design-Villa Park,IL,0.0,38.0,3,3,,,19600.0,13000.0,19900.0,,,,,,,
Fox College,IL,0.0,443.0,2,3,15220.0,15220.0,42300.0,44200.0,23200.0,,,28200.0,28900.0,15000.0,,
Empire Beauty School-Hanover Park,IL,0.0,58.0,3,3,,,,,,,,19200.0,16700.0,13600.0,,
Carl Sandburg College,IL,0.0,1301.0,2,1,4670.0,7778.0,31700.0,27700.0,24100.0,28100.0,40500.0,26100.0,22300.0,18200.0,23900.0,30000.0
Judson University,IL,0.0,999.0,1,2,29860.0,29860.0,48900.0,42400.0,37400.0,39100.0,62400.0,35600.0,32300.0,28000.0,33900.0,38300.0
MacCormac College,IL,0.0,295.0,2,2,12660.0,12660.0,35800.0,34600.0,22100.0,36400.0,32600.0,27700.0,24100.0,19700.0,,
Northeastern Illinois University,IL,0.0,6306.0,1,1,11218.0,20726.0,41000.0,38200.0,28000.0,38600.0,45100.0,32600.0,30200.0,22500.0,29900.0,36700.0
University of Illinois at Chicago,IL,0.0,20435.0,1,1,13764.0,26980.0,56600.0,52000.0,38100.0,51600.0,63000.0,43600.0,38700.0,31700.0,41700.0,45900.0
Oakton Community College,IL,0.0,7875.0,2,1,3985.0,12462.0,50700.0,44800.0,55200.0,43200.0,58900.0,30300.0,26700.0,21700.0,29700.0,31000.0
McKendree University,IL,0.0,1924.0,1,2,30520.0,30520.0,50700.0,46000.0,30000.0,47600.0,54900.0,36900.0,34300.0,22600.0,37600.0,35700.0
Oehrlein School of Cosmetology,IL,0.0,47.0,3,3,,,,,,,,17800.0,15400.0,12000.0,,
Methodist College,IL,0.0,687.0,1,2,20750.0,20750.0,50300.0,48400.0,30700.0,,,46300.0,46700.0,17000.0,,
Mr John's School of Cosmetology Esthetics & Nails-Decatur,IL,0.0,49.0,2,3,,,17000.0,14500.0,11700.0,,,17400.0,15900.0,13600.0,,
Lincoln College,IL,0.0,960.0,1,2,18600.0,18600.0,35200.0,32000.0,26600.0,28600.0,41200.0,25600.0,22800.0,17500.0,24400.0,27100.0
North Park University,IL,0.0,1967.0,1,2,29860.0,29860.0,50700.0,45700.0,44100.0,46100.0,56600.0,35800.0,33200.0,21800.0,35800.0,35800.0
Joliet Junior College,IL,0.0,11216.0,2,1,4380.0,13140.0,36600.0,33400.0,27100.0,33300.0,43000.0,27800.0,24700.0,24100.0,25900.0,30600.0
Dominican University,IL,0.0,2098.0,1,2,33434.0,33434.0,50800.0,50000.0,29100.0,47900.0,56300.0,34900.0,32500.0,21700.0,33000.0,39100.0
PJ's College of Cosmetology-Clarksville,IN,0.0,102.0,3,3,,,17400.0,16000.0,12800.0,,,15000.0,13800.0,10700.0,,
Tricoci University of Beauty Culture-Highland,IN,0.0,203.0,3,3,,,22500.0,19700.0,15400.0,,,18800.0,18300.0,11800.0,,
Saint Augustine College,IL,0.0,1076.0,1,2,11400.0,11400.0,29000.0,28200.0,17800.0,27500.0,33700.0,23600.0,21800.0,15500.0,21000.0,31800.0
VanderCook College of Music,IL,0.0,78.0,1,2,28434.0,28434.0,,,,,,,,,,
Resurrection University,IL,0.0,734.0,1,2,,,,,,,,62300.0,61600.0,24500.0,,
Hanover College,IN,0.0,1099.0,1,2,37670.0,37670.0,55000.0,48900.0,33800.0,49100.0,61000.0,33700.0,32100.0,20000.0,31000.0,36300.0
Anderson University,IN,0.0,1392.0,1,2,30450.0,30450.0,40100.0,36900.0,27400.0,35200.0,45300.0,32600.0,30900.0,19600.0,30400.0,35500.0
Ball State University,IN,0.0,15529.0,1,1,9896.0,26468.0,42600.0,39500.0,27700.0,37300.0,48300.0,32400.0,31100.0,18200.0,30600.0,34400.0
Butler University,IN,0.0,4553.0,1,2,41120.0,41120.0,64300.0,51500.0,48900.0,59500.0,72100.0,51800.0,42600.0,34400.0,51300.0,52400.0
Rogers Academy of Hair Design,IN,0.0,82.0,3,3,,,17500.0,15900.0,14000.0,,,16300.0,13600.0,12400.0,,
University of Indianapolis,IN,0.0,4487.0,1,2,29688.0,29688.0,48300.0,44800.0,30200.0,44200.0,55100.0,36500.0,34100.0,21300.0,35800.0,38000.0
University of Saint Francis-Fort Wayne,IN,0.0,1774.0,1,2,30430.0,30430.0,43700.0,40600.0,26200.0,41500.0,47400.0,35100.0,34400.0,19000.0,35100.0,35000.0
Indiana University-Northwest,IN,0.0,3380.0,1,1,7344.0,19400.0,40800.0,38200.0,26400.0,38600.0,47000.0,32000.0,28200.0,21900.0,29400.0,37200.0
Mercer County Technical Education Center,WV,0.0,76.0,2,1,,,,,,,,,,,,
First Coast Technical College,FL,0.0,364.0,3,1,,,27200.0,24500.0,21600.0,24700.0,31900.0,23000.0,19000.0,15500.0,23000.0,23000.0
Santa Fe College,FL,0.0,12449.0,1,1,2563.0,9189.0,40300.0,35900.0,31000.0,34800.0,47600.0,28300.0,25700.0,19200.0,26700.0,30200.0
Trinity Baptist College,FL,0.0,322.0,1,2,12140.0,12140.0,34500.0,31600.0,22700.0,,,26000.0,21700.0,18000.0,18600.0,32700.0
Covenant College,GA,0.0,971.0,1,2,34330.0,34330.0,46400.0,42000.0,35700.0,40900.0,53400.0,33400.0,31800.0,22500.0,30400.0,37200.0
Rasmussen College-Florida,FL,0.0,8740.0,1,3,10935.0,10935.0,24700.0,23600.0,16800.0,23900.0,28000.0,28400.0,27300.0,18200.0,26600.0,36500.0
Pro Way Hair School,GA,0.0,132.0,3,3,,,24500.0,17000.0,22700.0,,,17500.0,13800.0,13500.0,,
Stetson University,FL,0.0,3124.0,1,2,46030.0,46030.0,52500.0,45500.0,35800.0,47100.0,59800.0,36100.0,33100.0,24800.0,34200.0,39300.0
South University-Savannah,GA,0.0,362.0,1,3,17014.0,17014.0,36500.0,31300.0,28600.0,33000.0,48900.0,37100.0,31300.0,28200.0,35000.0,44100.0
Augusta Technical College,GA,0.0,3934.0,2,1,2794.0,4930.0,29800.0,27300.0,20000.0,26400.0,40300.0,24000.0,20400.0,18300.0,21500.0,29200.0
Riveroak Technical College,FL,0.0,182.0,2,1,,,,,,,,20300.0,18100.0,13300.0,,
South Georgia Technical College,GA,0.0,1611.0,2,1,2798.0,4934.0,25500.0,20600.0,19800.0,21600.0,35200.0,20300.0,17800.0,14600.0,17800.0,24000.0
Georgia State University,GA,0.0,26489.0,1,1,9112.0,23971.0,47300.0,42600.0,35600.0,44200.0,52900.0,35400.0,32600.0,23700.0,33900.0,37800.0
University of Georgia,GA,0.0,29474.0,1,1,11830.0,30404.0,57500.0,49300.0,54000.0,50500.0,65800.0,41000.0,36800.0,36000.0,38400.0,44700.0
University of Hawaii Maui College,HI,0.0,2391.0,1,1,3218.0,8354.0,33500.0,29900.0,24200.0,34600.0,29700.0,29000.0,24900.0,22600.0,28800.0,29600.0
