,School,sat_scores.25th_percentile.critical_reading,sat_scores.midpoint.critical_reading,sat_scores.75th_percentile.critical_reading,sat_scores.25th_percentile.math,sat_scores.midpoint.math,sat_scores.75th_percentile.math
2347,Adirondack Community College,,,,,,
2348,Olympian Academy of Cosmetology,,,,,,
2349,Phillips School of Nursing at Mount Sinai Beth Israel,,,,,,
2350,Brittany Beauty Academy,,,,,,
2351,CUNY Hostos Community College,,,,,,
2352,Continental School of Beauty Culture-Rochester,,,,,,
2353,Manhattan School of Music,,,,,,
2354,Jefferson Community College,,,,,,
2355,Modern Welding School,,,,,,
2356,Maria College of Albany,,,,,,
2357,Herkimer County Community College,,,,,,
2358,Molloy College,530.0,575.0,620.0,530.0,570.0,610.0
2359,Keuka College,,,,,,
2360,Hunter Business School,,,,,,
2361,O C Collins Career Center,,,,,,
2362,University of North Florida,570.0,610.0,650.0,550.0,590.0,630.0
2363,Nova Southeastern University,550.0,600.0,650.0,530.0,585.0,640.0
2364,Fort Pierce Beauty Academy,,,,,,
2365,Hillsborough Community College,,,,,,
2366,Abraham Baldwin Agricultural College,470.0,525.0,580.0,460.0,505.0,550.0
2367,Saint Leo University,470.0,515.0,560.0,490.0,540.0,590.0
2368,University of Idaho,510.0,565.0,620.0,500.0,550.0,600.0
2369,The Chicago School of Professional Psychology at Chicago,,,,,,
2370,Cosmetology & Spa Academy,,,,,,
2371,Lewis-Clark State College,450.0,505.0,560.0,440.0,495.0,550.0
2372,Elmhurst College,500.0,550.0,600.0,493.0,542.0,590.0
2373,Brigham Young University-Idaho,510.0,565.0,620.0,500.0,545.0,590.0
2374,Adler University,,,,,,
2375,Greenville University,470.0,525.0,580.0,450.0,510.0,570.0
2376,Coyne College,,,,,,
2377,Kankakee Community College,,,,,,
2378,Illinois College of Optometry,,,,,,
2379,Midstate College,,,,,,
2380,Illinois Central College,,,,,,
2381,Professional's Choice Hair Design Academy,,,,,,
2382,Richland Community College,,,,,,
2383,Robert Morris University Illinois,,,,,,
2384,Christian Theological Seminary,,,,,,
2385,Purdue University Fort Wayne,490.0,540.0,590.0,480.0,535.0,590.0
2386,University of Saint Mary of the Lake,,,,,,
2387,Goshen College,490.0,555.0,620.0,505.0,548.0,590.0
2388,Western Illinois University,470.0,515.0,560.0,460.0,505.0,550.0
2389,Spertus College,,,,,,
2390,William Rainey Harper College,,,,,,
2391,J Michael Harrold Beauty Academy,,,,,,
2392,Saint Anthony College of Nursing,,,,,,
2393,Cornell College,540.0,605.0,670.0,540.0,595.0,650.0
2394,Allen College,,,,,,
2395,Marshalltown Community College,,,,,,
2396,Hawkeye Community College,,,,,,
2397,Central Christian College of Kansas,,,,,,
2398,Ashford University,,,,,,
2399,UnityPoint Health-Des Moines School of Radiologic Technology,,,,,,
2400,The Salon Professional Academy-Cedar Falls,,,,,,
2401,American College of Hairstyling-Des Moines,,,,,,
2402,Western Iowa Tech Community College,,,,,,
2403,Dodge City Community College,,,,,,
2404,Allen County Community College,,,,,,
2405,Iowa School of Beauty-Ottumwa,,,,,,
2406,Saint Ambrose University,510.0,555.0,600.0,510.0,550.0,590.0
2407,St Luke's College,,,,,,
2408,Fort Scott Community College,,,,,,
2409,Southeastern Community College,,,,,,
2410,Hutchinson Community College,,,,,,
2411,Campbellsville University,450.0,505.0,560.0,490.0,542.0,593.0
2412,Bluegrass Community and Technical College,,,,,,
2413,Centre College,590.0,648.0,705.0,600.0,658.0,715.0
2414,Newman University,500.0,545.0,590.0,500.0,545.0,590.0
2415,Wichita State University,530.0,585.0,640.0,520.0,585.0,650.0
2416,Georgetown College,510.0,545.0,580.0,505.0,535.0,565.0
2417,Asbury Theological Seminary,,,,,,
2418,Northwest Kansas Technical College,,,,,,
2419,Empire Beauty School-Florence,,,,,,
2420,Louisville Presbyterian Theological Seminary,,,,,,
2421,Baton Rouge General Medical Center-School of Nursing,,,,,,
2422,The Southern Baptist Theological Seminary,490.0,560.0,630.0,460.0,517.0,573.0
2423,John Jay Beauty College,,,,,,
2424,Cloyd's Beauty School 1 Inc,,,,,,
2425,Louisiana State University-Alexandria,,,,,,
2426,Transylvania University,560.0,600.0,640.0,540.0,605.0,670.0
2427,Gateway Community and Technical College,,,,,,
2428,University of Pikeville,,,,,,
2429,Central Louisiana Technical Community College,,,,,,
2430,Aveda Arts & Sciences Institute-Lafayette,,,,,,
2431,Louisiana College,440.0,500.0,560.0,500.0,555.0,610.0
2432,The Landing School,,,,,,
2433,Tulane University of Louisiana,670.0,700.0,730.0,680.0,720.0,760.0
2434,University of Maine at Fort Kent,450.0,505.0,560.0,450.0,500.0,550.0
2435,Vanguard College of Cosmetology-Slidell,,,,,,
2436,LaSalle Tech,,,,,,
2437,New Orleans Baptist Theological Seminary,,,,,,
2438,Beal College,,,,,,
2439,Southeastern Louisiana University,,,,,,
2440,Maine College of Health Professions,380.0,450.0,520.0,430.0,475.0,520.0
2441,Southern Maine Community College,,,,,,
2442,Kennebec Valley Community College,,,,,,
2443,Unity College,,,,,,
2444,University of Louisiana at Lafayette,520.0,575.0,630.0,510.0,565.0,620.0
2445,St. Mary's College of Maryland,540.0,595.0,650.0,520.0,580.0,640.0
2446,University of Maryland-Baltimore County,600.0,635.0,670.0,590.0,640.0,690.0
2447,Maryland University of Integrative Health,,,,,,
2448,University of Maryland Eastern Shore,440.0,485.0,530.0,430.0,475.0,520.0
2449,Montgomery Beauty School,,,,,,
2450,Hult International Business School,,,,,,
2451,Johns Hopkins University,710.0,735.0,760.0,740.0,770.0,800.0
2452,College of Southern Maryland,,,,,,
2453,Chesapeake College,,,,,,
2454,Concorde Career Institute-Jacksonville,,,,,,
2455,Traviss Technical College,,,,,,
2456,Indian River State College,,,,,,
2457,AdventHealth University,460.0,510.0,560.0,450.0,485.0,520.0
2458,Palm Beach State College,,,,,,
2459,Florida Institute of Ultrasound Inc,,,,,,
2460,Orange Technical College-Mid Florida Campus,,,,,,
2461,Florida Technical College,,,,,,
2462,Interactive College of Technology-Chamblee,,,,,,
2463,Albany Technical College,,,,,,
2464,West Georgia Technical College,,,,,,
2465,Trinity College of Florida,430.0,505.0,580.0,410.0,485.0,560.0
2466,Fashion Focus Hair Academy,,,,,,
2467,Columbia Theological Seminary,,,,,,
2468,Savannah Technical College,,,,,,
2469,Hawaii Institute of Hair Design,,,,,,
2470,Shorter University,470.0,525.0,580.0,450.0,505.0,560.0
2471,Morehouse School of Medicine,,,,,,
2472,Kauai Community College,,,,,,
2473,Toccoa Falls College,490.0,545.0,600.0,470.0,515.0,560.0
2474,Gupton Jones College of Funeral Service,,,,,,
2475,Piedmont College,500.0,550.0,600.0,470.0,525.0,580.0
2476,Wiregrass Georgia Technical College,,,,,,
2477,Gwinnett Technical College,,,,,,
2478,Wesleyan College,490.0,535.0,580.0,440.0,485.0,530.0
2479,Aurora University,490.0,535.0,580.0,480.0,525.0,570.0
2480,Southwestern Illinois College,,,,,,
2481,Chicago State University,465.0,508.0,550.0,440.0,455.0,470.0
2482,College of DuPage,,,,,,
2483,Blackburn College,480.0,525.0,570.0,480.0,525.0,570.0
2484,Eastern Illinois University,470.0,520.0,570.0,450.0,495.0,540.0
2485,City Colleges of Chicago-Olive-Harvey College,,,,,,
2486,Bradley University,550.0,595.0,640.0,540.0,595.0,650.0
2487,Cannella School of Hair Design-Chicago,,,,,,
2488,Garrett-Evangelical Theological Seminary,,,,,,
2489,City Colleges of Chicago-Wilbur Wright College,,,,,,
2490,School of the Art Institute of Chicago,580.0,620.0,660.0,540.0,610.0,680.0
2491,Capri Beauty College,,,,,,
2492,MacMurray College,460.0,505.0,550.0,463.0,502.0,540.0
2493,Rosalind Franklin University of Medicine and Science,,,,,,
2494,Kishwaukee College,,,,,,
2495,Olivet Nazarene University,510.0,565.0,620.0,490.0,545.0,600.0
2496,College of Lake County,,,,,,
2497,Moraine Valley Community College,,,,,,
2498,Illinois Institute of Technology,600.0,640.0,680.0,620.0,670.0,720.0
2499,Lewis University,520.0,560.0,600.0,520.0,560.0,600.0
2500,Niles School of Cosmetology,,,,,,
2501,John A Logan College,,,,,,
2502,Lincoln Land Community College,,,,,,
2503,Rockford University,500.0,550.0,600.0,490.0,540.0,590.0
2504,John Wood Community College,,,,,,
2505,Lutheran School of Theology at Chicago,,,,,,
2506,Calumet College of Saint Joseph,,,,,,
2507,Southern Illinois University-Carbondale,500.0,555.0,610.0,500.0,550.0,600.0
2508,Saint Francis Medical Center College of Nursing,,,,,,
2509,Concordia Theological Seminary,,,,,,
2510,South Suburban College,,,,,,
2511,Don Roberts School of Hair Design,,,,,,
2512,Trinity Christian College,480.0,530.0,580.0,470.0,525.0,580.0
2513,Earlham College,570.0,630.0,690.0,590.0,640.0,690.0
2514,Sauk Valley Community College,,,,,,
2515,Triton College,,,,,,
2516,National Latino Education Institute,,,,,,
2517,Ancilla College,410.0,455.0,500.0,400.0,455.0,510.0
2518,Bethel University,490.0,540.0,590.0,480.0,530.0,580.0
2519,Briar Cliff University,,,,,,
2520,Rose-Hulman Institute of Technology,610.0,655.0,700.0,660.0,720.0,780.0
2521,Central College,505.0,545.0,585.0,410.0,500.0,590.0
2522,Anabaptist Mennonite Biblical Seminary,,,,,,
2523,Mid-America College of Funeral Service,,,,,,
2524,Indiana University-South Bend,470.0,520.0,570.0,460.0,510.0,560.0
2525,Vincennes Beauty College,,,,,,
2526,Ravenscroft Beauty College,,,,,,
2527,University of Dubuque,420.0,495.0,570.0,430.0,480.0,530.0
2528,Emmaus Bible College,490.0,580.0,670.0,460.0,540.0,620.0
2529,Grand View University,460.0,505.0,550.0,460.0,510.0,560.0
2530,Purdue University Global-Cedar Rapids,,,,,,
2531,Indiana University-East,470.0,520.0,570.0,450.0,500.0,550.0
2532,International Business College-Fort Wayne,,,,,,
2533,Empire Beauty School-Indianapolis,,,,,,
2534,Capri College-Davenport,,,,,,
2535,Indian Hills Community College,,,,,,
2536,Waldorf University,460.0,510.0,560.0,460.0,505.0,550.0
2537,Coffeyville Community College,,,,,,
2538,Cowley County Community College,,,,,,
2539,Baker University,445.0,515.0,585.0,485.0,538.0,590.0
2540,University of Iowa,560.0,610.0,660.0,560.0,615.0,670.0
2541,PCI Academy-Ames,,,,,,
2542,Benedictine College,530.0,590.0,650.0,520.0,575.0,630.0
2543,Jacksonville University,460.0,510.0,560.0,440.0,543.0,645.0
2544,La Belle Beauty School,,,,,,
2545,Ridge Technical College,,,,,,
2546,North Florida College,,,,,,
2547,Lake-Sumter State College,,,,,,
2548,Brewton-Parker College,450.0,493.0,535.0,410.0,465.0,520.0
2549,St Petersburg College,,,,,,
2550,Tom P Haney Technical Center,,,,,,
2551,Sheridan Technical College,,,,,,
2552,Saint John Vianney College Seminary,,,,,,
2553,Warner University,450.0,500.0,550.0,440.0,490.0,540.0
2554,Georgia Career Institute,,,,,,
2555,South Florida State College,,,,,,
2556,Point University,440.0,495.0,550.0,440.0,488.0,535.0
2557,Atlanta School of Massage,,,,,,
2558,Orange Technical College-Westside Campus,,,,,,
2559,Orange Technical College-Winter Park Campus,,,,,,
2560,Emory University,660.0,695.0,730.0,690.0,740.0,790.0
2561,Georgia Institute of Technology-Main Campus,680.0,715.0,750.0,710.0,750.0,790.0
2562,University of Hawaii at Hilo,490.0,540.0,590.0,470.0,525.0,580.0
2563,The Creative Circus,,,,,,
2564,North Georgia Technical College,,,,,,
2565,Gordon State College,440.0,485.0,530.0,410.0,460.0,510.0
2566,Travel Institute of the Pacific,,,,,,
2567,Reinhardt University,510.0,555.0,600.0,490.0,540.0,590.0
2568,Boise State University,520.0,570.0,620.0,510.0,555.0,600.0
2569,Life University,440.0,490.0,540.0,420.0,475.0,530.0
2570,La James International College-East Moline,,,,,,
2571,University of Northern Iowa,480.0,556.0,631.0,500.0,555.0,610.0
2572,Emporia State University,465.0,513.0,560.0,435.0,527.0,618.0
2573,Flint Hills Technical College,,,,,,
2574,La James International College-Davenport,,,,,,
2575,La James International College-Ft Dodge,,,,,,
2576,Loras College,490.0,535.0,580.0,508.0,556.0,603.0
2577,Paul Mitchell the School-Louisville,,,,,,
2578,Berea College,520.0,555.0,590.0,510.0,567.0,623.0
2579,Southcentral Kentucky Community and Technical College,,,,,,
2580,Pratt Community College,,,,,,
2581,University of Saint Mary,485.0,540.0,595.0,490.0,533.0,575.0
2582,Amherst College,660.0,705.0,750.0,670.0,725.0,780.0
2583,Assumption College,,,,,,
2584,Bay Path University,,,,,,
2585,Catherine Hinds Institute of Esthetics,,,,,,
2586,Gordon-Conwell Theological Seminary,,,,,,
2587,University of Massachusetts-Boston,,,,,,
2588,Berklee College of Music,,,,,,
2589,Berkshire Community College,,,,,,
2590,Empire Beauty School-Boston,,,,,,
2591,Boston Architectural College,,,,,,
2592,Massachusetts Maritime Academy,520.0,560.0,600.0,530.0,565.0,600.0
2593,University of Massachusetts Medical School Worcester,,,,,,
2594,Boston University,650.0,685.0,720.0,680.0,730.0,780.0
2595,Brandeis University,630.0,675.0,720.0,650.0,715.0,780.0
2596,Hampshire College,,,,,,
2597,Conway School of Landscape Design,,,,,,
2598,Hebrew College,,,,,,
2599,Diman Regional Technical Institute,,,,,,
2600,National Aviation Academy of New England,,,,,,
2601,Emerson College,610.0,650.0,690.0,590.0,645.0,700.0
2602,Suffolk University,520.0,570.0,620.0,510.0,555.0,600.0
2603,Rob Roy Academy-Taunton,,,,,,
2604,Regis College,,,,,,
2605,New England Law-Boston,,,,,,
2606,Salter College-West Boylston,,,,,,
2607,Central Michigan University,510.0,560.0,610.0,490.0,540.0,590.0
2608,Mott Community College,,,,,,
2609,Bard College at Simon's Rock,,,,,,
2610,Smith College,,,,,,
2611,Michigan State University-College of Law,,,,,,
2612,Marygrove College,,,,,,
2613,Eastern Michigan University,450.0,520.0,590.0,440.0,510.0,580.0
2614,Port Huron Cosmetology College,,,,,,
2615,Augsburg University,578.0,637.0,695.0,595.0,613.0,630.0
2616,Hennepin Technical College,,,,,,
2617,Northwest Technical College,,,,,,
2618,Twin City Beauty College,,,,,,
2619,Carleton College,670.0,710.0,750.0,680.0,730.0,780.0
2620,Concordia University-Saint Paul,,,,,,
2621,Martin Luther College,560.0,585.0,610.0,520.0,580.0,640.0
2622,Normandale Community College,,,,,,
2623,Century College,,,,,,
2624,Rochester Community and Technical College,,,,,,
2625,Lincoln College of Technology-Columbia,,,,,,
2626,Notre Dame of Maryland University,470.0,535.0,600.0,460.0,500.0,540.0
2627,Anna Maria College,,,,,,
2628,Maryland Beauty Academy of Essex,,,,,,
2629,Assabet Valley Regional Technical School,,,,,,
2630,Fisher College,,,,,,
2631,Bunker Hill Community College,,,,,,
2632,Lesley University,475.0,570.0,665.0,463.0,546.0,628.0
2633,Lowell Academy Hairstyling Institute,,,,,,
2634,Bay State School of Technology,,,,,,
2635,Massachusetts School of Barbering,,,,,,
2636,Pine Manor College,,,,,,
2637,Quincy College,,,,,,
2638,Tufts University,680.0,715.0,750.0,700.0,740.0,780.0
2639,Wellesley College,670.0,705.0,740.0,660.0,720.0,780.0
2640,Bayshire Academy of Beauty Craft Inc,,,,,,
2641,Williams College,710.0,735.0,760.0,700.0,745.0,790.0
2642,Massachusetts College of Liberal Arts,500.0,565.0,630.0,490.0,545.0,600.0
2643,North Shore Community College,,,,,,
2644,Adrian College,470.0,525.0,580.0,470.0,523.0,576.0
2645,Northeastern University,670.0,710.0,750.0,690.0,740.0,790.0
2646,College for Creative Studies,500.0,560.0,620.0,460.0,515.0,570.0
2647,Hillsdale Beauty College,,,,,,
2648,Springfield Technical Community College,,,,,,
2649,Grand Valley State University,530.0,580.0,630.0,520.0,565.0,610.0
2650,Northwood University,490.0,540.0,590.0,500.0,545.0,590.0
2651,Oakland Community College,,,,,,
2652,MIAT College of Technology,,,,,,
2653,Kalamazoo College,,,,,,
2654,University of Minnesota-Crookston,503.0,541.0,578.0,495.0,547.0,598.0
2655,Minneapolis Business College,,,,,,
2656,Hibbing Community College,,,,,,
2657,Bethany Lutheran College,520.0,550.0,580.0,530.0,570.0,610.0
2658,Itasca Community College,,,,,,
2659,Walsh College,,,,,,
2660,Macalester College,650.0,690.0,730.0,660.0,715.0,770.0
2661,Wayne County Community College District,,,,,,
2662,Minnesota State University Moorhead,450.0,520.0,590.0,470.0,535.0,600.0
2663,National American University-Roseville,,,,,,
2664,Western Theological Seminary,,,,,,
2665,Wright Beauty Academy,,,,,,
2666,Crown College,440.0,505.0,570.0,460.0,525.0,590.0
2667,Alcorn State University,420.0,485.0,550.0,400.0,495.0,590.0
2668,Oak Hills Christian College,430.0,505.0,580.0,360.0,400.0,440.0
2669,Empire Beauty School-Bloomington,,,,,,
2670,St Catherine University,563.0,619.0,675.0,556.0,572.0,588.0
2671,Meridian Community College,,,,,,
2672,Antonelli College-Jackson,,,,,,
2673,Mississippi University for Women,520.0,525.0,530.0,560.0,570.0,580.0
2674,Saint Johns University,490.0,560.0,630.0,520.0,585.0,650.0
2675,Cape Girardeau Career and Technology Center,,,,,,
2676,Metropolitan Community College-Kansas City,,,,,,
2677,University of Central Missouri,,,,,,
2678,Hannibal-LaGrange University,,,,,,
2679,House of Heavilin Beauty College-Kansas City,,,,,,
2680,Concordia Seminary,,,,,,
2681,Fort Peck Community College,,,,,,
2682,Sikeston Career and Technology Center,,,,,,
2683,Saint Louis Community College,,,,,,
2684,Truman State University,550.0,610.0,670.0,530.0,609.0,688.0
2685,William Jewell College,520.0,575.0,630.0,510.0,575.0,640.0
2686,Montana State University-Northern,,,,,,
2687,Stephens College,520.0,575.0,630.0,450.0,515.0,580.0
2688,Clarkson College,,,,,,
2689,Bryan College of Health Sciences,,,,,,
2690,Central Community College,,,,,,
2691,Keene Beauty Academy,,,,,,
2692,Chadron State College,,,,,,
2693,University of Nebraska Medical Center,,,,,,
2694,Las Vegas College,,,,,,
2695,Creighton University,580.0,625.0,670.0,570.0,625.0,680.0
2696,CHI Health School of Radiologic Technology,,,,,,
2697,Union College,510.0,550.0,590.0,470.0,505.0,540.0
2698,J. F. Drake State Community and Technical College,,,,,,
2699,Auburn University,580.0,615.0,650.0,570.0,615.0,660.0
2700,Jefferson State Community College,,,,,,
2701,Selma University,,,,,,
2702,Chattahoochee Valley Community College,,,,,,
2703,Lurleen B Wallace Community College,,,,,,
2704,Marion Military Institute,540.0,590.0,640.0,550.0,595.0,640.0
2705,Talladega College,,,,,,
2706,Avalon School of Cosmetology-Mesa,,,,,,
2707,Phoenix College,,,,,,
2708,School of Architecture at Taliesin,,,,,,
2709,Cortiva Institute-Scottsdale,,,,,,
2710,Arkansas Beauty School-Little Rock,,,,,,
2711,Glendale Community College,,,,,,
2712,GateWay Community College,,,,,,
2713,Rio Salado College,,,,,,
2714,Arkansas State University-Main Campus,510.0,549.0,588.0,520.0,564.0,608.0
